rank,employer,proxy_score,selection_bucket,corporate_subtype,public_subtype,city_location,website,sources,source_count,it_relevance_score,scale_institutional_proxy,data_confidence_score,penalty,employer_group_key,selection_reason,caveats,review_status
237,cross-ING AG,73.4,Technology / software / digital,,,Winterthur,https://cross-works.net,asut; Swiss Aerospace Cluster; Swissmem,3,82.8,44,94,0,,"IT/digital directories: asut; High-tech directories: Swiss Aerospace Cluster, Swissmem; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
238,Adobe Research (Schweiz) AG,73.3,Technology / software / digital,,,4052 Basel; Basel,https://www.adobe.com/ch_de/,Swico; swissICT,2,89.4,38,86,0,,"IT/digital directories: Swico, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
239,apm consulting (schweiz) ag,73.3,Technology / software / digital,,,8542 Wiesendangen,http://www.apmconsulting.ch/,Swico; Swiss Made Software,2,89.4,38,86,0,,"IT/digital directories: Swico, Swiss Made Software; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
240,Batix Schweiz AG,73.3,Technology / software / digital,,,8954 Geroldswil,https://www.batix.ch/,Swico; Swiss Made Software,2,89.4,38,86,0,,"IT/digital directories: Swico, Swiss Made Software; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
241,BMD Schweiz AG,73.3,Technology / software / digital,,,8500 Frauenfeld,https://www.bmd.ch/,Swico; Swiss Made Software,2,89.4,38,86,0,,"IT/digital directories: Swico, Swiss Made Software; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
242,Kyndryl Switzerland LLC,73.3,Technology / software / digital,,,8005 Zürich; Zürich,https://www.kyndryl.com/,Swico; swissICT,2,89.4,38,86,0,,"IT/digital directories: Swico, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
243,NetApp Switzerland GmbH,73.3,Technology / software / digital,,,8304 Wallisellen; Wallisellen,https://www.netapp.ch/index.aspx,Swico; swissICT,2,89.4,38,86,0,,"IT/digital directories: Swico, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
244,Sharp DX (Schweiz) AG,73.3,Technology / software / digital,,,1217 Meyrin; 3098 Köniz; 6343 Rotkreuz,https://www.itpoint.ch,Swico; Swiss Made Software,2,89.4,38,86,0,,"IT/digital directories: Swico, Swiss Made Software; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
245,TD Synnex Switzerland GmbH,73.3,Technology / software / digital,,,6343 Rotkreuz; Rotkreuz,https://ch.tdsynnex.com/,Swico; swissICT,2,89.4,38,86,0,,"IT/digital directories: Swico, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
246,Unisys (Schweiz) GmbH,73.3,Technology / software / digital,,,3084 Wabern; 8005 Zürich; Zürich,http://www.unisys.ch/,Swico; swissICT,2,89.4,38,86,0,,"IT/digital directories: Swico, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
247,Helbling Technik Bern AG,73.2,Technology / software / digital,,,Canton of Bern,https://www.helbling.ch/,asut; Swiss Medtech; Swissphotonics,3,83.6,42,94,0,,"IT/digital directories: asut; High-tech directories: Swiss Medtech, Swissphotonics; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
248,Reichle & De Massari AG,73.1,Technology / software / digital,,,Wetzikon ZH,https://www.rdm.com,asut; Swissmem; Swissrail,3,82.2,44,94,0,,"IT/digital directories: asut; High-tech directories: Swissmem, Swissrail; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
249,Anapaya Systems AG,72.7,Technology / software / digital,,,Zürich,https://www.anapaya.net,asut; swissICT,2,88.8,37,86,0,,"IT/digital directories: asut, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
250,Arcade Solutions AG,72.7,Technology / software / digital,,,Luzern,http://www.arcade.ch,asut; swissICT,2,88.8,37,86,0,,"IT/digital directories: asut, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
251,at rete ag,72.7,Technology / software / digital,,,Zürich,http://www.atrete.ch,asut; swissICT,2,88.8,37,86,0,,"IT/digital directories: asut, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
252,Backbone Solutions AG,72.7,Technology / software / digital,,,Schindellegi,http://www.backbone.ch,asut; swissICT,2,88.8,37,86,0,,"IT/digital directories: asut, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
253,baeriswyl tschanz & partner ag,72.7,Technology / software / digital,,,Ittingen,http://www.btpag.ch,asut; swissICT,2,88.8,37,86,0,,"IT/digital directories: asut, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
254,CSI Consulting AG,72.7,Technology / software / digital,,,Zürich,http://www.csiconsulting.ch,asut; swissICT,2,88.8,37,86,0,,"IT/digital directories: asut, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
255,ExperTeach AG,72.7,Technology / software / digital,,,Sankt Gallenkappel,http://www.experteach.ch,asut; swissICT,2,88.8,37,86,0,,"IT/digital directories: asut, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
256,GAS&COM AG,72.7,Technology / software / digital,,,Zürich,http://www.gas-com.ch,asut; swissICT,2,88.8,37,86,0,,"IT/digital directories: asut, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
257,IMS Informatik und Management Service AG,72.7,Technology / software / digital,,,Ittigen,http://www.ims.ch,asut; swissICT,2,88.8,37,86,0,,"IT/digital directories: asut, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
258,Infra-Com Swiss AG,72.7,Technology / software / digital,,,Sursee,http://www.infra-com.ch,asut; swissICT,2,88.8,37,86,0,,"IT/digital directories: asut, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
259,ISS Facility Services AG,72.7,Technology / software / digital,,,Zürich,http://www.iss.ch,asut; swissICT,2,88.8,37,86,0,,"IT/digital directories: asut, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
260,itsbusiness AG,72.7,Technology / software / digital,,,Bern,http://www.itsbusiness.ch,asut; swissICT,2,88.8,37,86,0,,"IT/digital directories: asut, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
261,rombus ag,72.7,Technology / software / digital,,,Kriens,http://www.rombus.ch,asut; swissICT,2,88.8,37,86,0,,"IT/digital directories: asut, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
262,SWISS TXT AG,72.7,Technology / software / digital,,,Biel/Bienne,http://www.swisstxt.ch,asut; swissICT,2,88.8,37,86,0,,"IT/digital directories: asut, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
263,Sword Consulting AG,72.7,Technology / software / digital,,,Bern,https://www.sword-group.com/contact/,asut; swissICT,2,88.8,37,86,0,,"IT/digital directories: asut, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
264,Telecom Liechtenstein AG,72.7,Technology / software / digital,,,Vaduz,http://www.telecom.li,asut; swissICT,2,88.8,37,86,0,,"IT/digital directories: asut, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
265,AbbVie AG,72.5,Corporate / institutional IT,Pharma / life sciences,,Alte Steinhauserstrasse 14 6330 Cham,https://www.abbvie.ch,Interpharma; scienceindustries,2,63,70,100,0,,Institutional signal: Interpharma; High-tech directories: scienceindustries; Confirmed by 2 independent directories; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
266,Haag-Streit Holding AG,72.4,Technology / software / digital,,,Köniz,https://www.haag-streit.com,swissICT; Swissphotonics,2,87.6,38,86,0,,IT/digital directories: swissICT; High-tech directories: Swissphotonics; Confirmed by 2 independent directories; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
267,Lyreco Switzerland AG,72.4,Technology / software / digital,,,Dietikon; Zürich,https://www.lyreco.com/webshop/DECH/index.html,swisscleantech; swissICT,2,85.6,38,91,0,,IT/digital directories: swissICT; High-tech directories: swisscleantech; Confirmed by 2 independent directories; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
268,Swico,72.4,Technology / software / digital,,,Zürich,https://www.swico.ch/de/,digitalswitzerland; swisscleantech,2,72.6,63,86,0,,IT/digital directories: digitalswitzerland; High-tech directories: swisscleantech; Confirmed by 2 independent directories; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
269,.hausformat GmbH,72.3,Technology / software / digital,,,Aarau,https://www.swissmadesoftware.org/en/companies/-hausformat-gmbh/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
270,42talents GmbH,72.3,Technology / software / digital,,,Zürich,https://www.swissmadesoftware.org/en/companies/42talents-gmbh/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
271,Adcubum AG,72.3,Technology / software / digital,,,St. Gallen,https://www.swissmadesoftware.org/en/companies/adcubum-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
272,Advanced Concepts AG,72.3,Technology / software / digital,,,Ossingen,https://www.swissmadesoftware.org/en/companies/advanced-concepts-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
273,AGON PARTNERS INNOVATION AG,72.3,Technology / software / digital,,,Wilen b. Wollerau,https://www.swissmadesoftware.org/en/companies/agon-partners-innovation-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
274,aity AG,72.3,Technology / software / digital,,,Liebefeld,https://www.swissmadesoftware.org/en/companies/aity-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
275,alabus ag,72.3,Technology / software / digital,,,Zürich,https://www.swissmadesoftware.org/en/companies/alabus-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
276,ARCON Informatik AG,72.3,Technology / software / digital,,,Steinhausen,https://www.swissmadesoftware.org/en/companies/arcon-informatik-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
277,Ateleris GmbH,72.3,Technology / software / digital,,,Brugg; Brugg AG,https://www.ateleris.ch,swissICT; Swissmem,2,86.8,39,86,0,,IT/digital directories: swissICT; High-tech directories: Swissmem; Confirmed by 2 independent directories; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
278,az solutions,72.3,Technology / software / digital,,,Zürich,https://www.swissmadesoftware.org/en/companies/az-solutions/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
279,BEGASOFT AG,72.3,Technology / software / digital,,,Bern,https://www.swissmadesoftware.org/en/companies/begasoft-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
280,Bergkreuz GmbH,72.3,Technology / software / digital,,,Baden,https://www.swissmadesoftware.org/en/companies/bergkreuz-gmbh/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
281,bitsblast GmbH,72.3,Technology / software / digital,,,Basel,https://www.swissmadesoftware.org/en/companies/bitsblast-gmbh/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
282,blueworks AG,72.3,Technology / software / digital,,,Zug,https://www.swissmadesoftware.org/en/companies/blueworks-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
283,Bossard AG,72.3,Technology / software / digital,,,Zug,https://www.bossard.com,swissICT; Swissmem,2,86.8,39,86,0,,IT/digital directories: swissICT; High-tech directories: Swissmem; Confirmed by 2 independent directories; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
284,bossinfo.ch AG,72.3,Technology / software / digital,,,Farnern,https://www.swissmadesoftware.org/en/companies/bossinfo-ch-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
285,brain-tec AG,72.3,Technology / software / digital,,,Brig-Glis,https://www.swissmadesoftware.org/en/companies/braintec/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
286,Büsser Informatik GmbH,72.3,Technology / software / digital,,,Andelfingen,https://www.swissmadesoftware.org/en/companies/b-sser-informatik-gmbh/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
287,clavis IT AG,72.3,Technology / software / digital,,,Herisau,https://www.swissmadesoftware.org/en/companies/clavis-it-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
288,coditive AG,72.3,Technology / software / digital,,,Zug,https://www.swissmadesoftware.org/en/companies/coditive-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
289,Consulteer AG,72.3,Technology / software / digital,,,Meggen,https://www.consulteer.com,swissICT; Swissmem,2,86.8,39,86,0,,IT/digital directories: swissICT; High-tech directories: Swissmem; Confirmed by 2 independent directories; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
290,conzepta team AG,72.3,Technology / software / digital,,,Bern,https://www.swissmadesoftware.org/en/companies/conzepta-team-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
291,CSE IT Solutions AG,72.3,Technology / software / digital,,,Aarberg,https://www.swissmadesoftware.org/en/companies/cse-it-solutions-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
292,cybrius GmbH,72.3,Technology / software / digital,,,Cham,https://www.swissmadesoftware.org/en/companies/cybrius-gmbh/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
293,databinding GmbH,72.3,Technology / software / digital,,,Bremgarten bei Bern,https://www.swissmadesoftware.org/en/companies/databinding-gmbh/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
294,Datahouse AG,72.3,Technology / software / digital,,,Zürich,https://www.swissmadesoftware.org/en/companies/datahouse-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
295,Datalizard AG,72.3,Technology / software / digital,,,Dietikon,https://www.swissmadesoftware.org/en/companies/datalizard-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
296,Diartis AG,72.3,Technology / software / digital,,,Lenzburg 1,https://www.swissmadesoftware.org/en/companies/diartis-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
297,DV Bern AG,72.3,Technology / software / digital,,,Bern 22,https://www.swissmadesoftware.org/en/companies/dv-bern-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
298,endurit gmbh web engineering,72.3,Technology / software / digital,,,Zürich,https://www.swissmadesoftware.org/en/companies/endurit-gmbh-web-engineering/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
299,eqipe GmbH,72.3,Technology / software / digital,,,Zürich,https://www.swissmadesoftware.org/en/companies/eqipe-gmbh/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
300,Ergonomics AG,72.3,Technology / software / digital,,,Zürich,https://www.swissmadesoftware.org/en/companies/ergonomics-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
301,esurance AG,72.3,Technology / software / digital,,,Zürich,https://www.swissmadesoftware.org/en/companies/esurance-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
302,Franke Management AG,72.3,Technology / software / digital,,,Aarburg,https://www.franke.com,swissICT; Swissmem,2,86.8,39,86,0,,IT/digital directories: swissICT; High-tech directories: Swissmem; Confirmed by 2 independent directories; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
303,Geo Data Solutions,72.3,Technology / software / digital,,,Bussigny,https://www.geodatasolutions.ch,Swiss Made Software; Swissmem,2,86.8,39,86,0,,IT/digital directories: Swiss Made Software; High-tech directories: Swissmem; Confirmed by 2 independent directories; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
304,GEOINFO Applications AG,72.3,Technology / software / digital,,,Herisau,https://www.swissmadesoftware.org/en/companies/geoinfo-applications-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
305,Helga Digitalagentur GmbH,72.3,Technology / software / digital,,,Bern,https://www.swissmadesoftware.org/en/companies/helga-digitalagentur-gmbh/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
306,Helsana Versicherungen AG,72.3,Technology / software / digital,,,Zürich,https://www.swissmadesoftware.org/en/companies/helsana-versicherungen-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
307,HINT AG,72.3,Technology / software / digital,,,Lenzburg,https://www.swissmadesoftware.org/en/companies/hint-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
308,Identitas AG,72.3,Technology / software / digital,,,Bern,https://www.swissmadesoftware.org/en/companies/identitas-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
309,innosolv AG,72.3,Technology / software / digital,,,St. Gallen,https://www.swissmadesoftware.org/en/companies/innosolv-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
310,InnoTix AG,72.3,Technology / software / digital,,,Zürich,https://www.swissmadesoftware.org/en/companies/innotix-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
311,Innovative Web AG,72.3,Technology / software / digital,,,Zürich,https://www.swissmadesoftware.org/en/companies/innovative-web-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
312,Inova Solutions AG,72.3,Technology / software / digital,,,Ostermundigen,https://www.swissmadesoftware.org/en/companies/inova-solutions-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
313,Intersim AG,72.3,Technology / software / digital,,,Burgdorf,https://www.swissmadesoftware.org/en/companies/intersim-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
314,kaiko.ai,72.3,Technology / software / digital,,,Zürich,https://www.swissmadesoftware.org/en/companies/kaiko.ai/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
315,Karakun AG,72.3,Technology / software / digital,,,Basel,https://www.swissmadesoftware.org/en/companies/karakun-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
316,LAKE Solutions AG,72.3,Technology / software / digital,,,Wallisellen,https://www.swissmadesoftware.org/en/companies/lake-solutions-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
317,lemonbrain GmbH,72.3,Technology / software / digital,,,Glarus,https://www.swissmadesoftware.org/en/companies/lemonbrain-gmbh/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
318,Logway Informatik AG,72.3,Technology / software / digital,,,Zürich,https://www.swissmadesoftware.org/en/companies/logway-informatik-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
319,Lothal Datentechnik & Partner AG,72.3,Technology / software / digital,,,Pfäffikon,https://www.swissmadesoftware.org/en/companies/lothal-datentechnik/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
320,MESYS AG,72.3,Technology / software / digital,,,Zürich,https://www.mesys.ch,Swiss Made Software; Swissmem,2,86.8,39,86,0,,IT/digital directories: Swiss Made Software; High-tech directories: Swissmem; Confirmed by 2 independent directories; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
321,MHM & Partner AG,72.3,Technology / software / digital,,,Rotkreuz,https://www.swissmadesoftware.org/en/companies/mhm-partner-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
322,Mibex Software GmbH,72.3,Technology / software / digital,,,Zürich,https://www.swissmadesoftware.org/en/companies/mibex-software-gmbh/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
323,Mindset AG,72.3,Technology / software / digital,,,Zug,https://www.swissmadesoftware.org/en/companies/mindset-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
324,nag informatik ag,72.3,Technology / software / digital,,,Basel,https://www.swissmadesoftware.org/en/companies/nag-informartik-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
325,Netsafe AG,72.3,Technology / software / digital,,,St. Gallen,https://www.swissmadesoftware.org/en/companies/netsafe-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
326,Nimbus AG,72.3,Technology / software / digital,,,Ziegelbrücke,https://www.swissmadesoftware.org/en/companies/nimbus-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
